Location,Price,Hour,Time_of_Day,Day,Day_W,Month,Year,Season,High_Qual,Position,Seafront
Phoenix,185.7371961625899,15,Afternoon,4,Monday,9,2023,autumn,False,southwestern,inland
Philadelphia,307.5947209129643,8,Morning,4,Sunday,2,2018,winter,False,east,seacost
Chicago,264.2274694859552,10,Morning,5,Saturday,6,2021,summer,False,midwest,seacost
Chicago,136.91591507947487,4,Night,18,Wednesday,5,2016,spring,False,midwest,seacost
San Diego,184.09380054167391,13,Afternoon,1,Monday,8,2022,summer,False,southwestern,seacost
New York,171.16670607670386,4,Night,1,Friday,9,2023,autumn,False,east,seacost
Chicago,128.30163018102402,9,Morning,9,Thursday,12,2021,winter,False,midwest,seacost
Los Angeles,357.28137702461134,1,Night,12,Friday,4,2019,spring,False,west,seacost
Houston,297.2109596858569,15,Afternoon,15,Saturday,4,2023,spring,True,south,seacost
Phoenix,183.23556644522327,18,Evening,10,Saturday,12,2022,winter,False,southwestern,inland
New York,440.6522353567162,14,Afternoon,1,Friday,12,2017,winter,True,east,seacost
Houston,299.9914944919929,1,Night,31,Thursday,3,2016,spring,True,south,seacost
San Antonio,272.07700877501594,14,Afternoon,17,Wednesday,2,2016,winter,True,south,inland
Phoenix,173.43687998658737,8,Morning,13,Monday,6,2022,summer,False,southwestern,inland
New York,436.3041489313049,22,Evening,2,Saturday,3,2019,spring,True,east,seacost
New York,374.6789536901591,12,Afternoon,24,Tuesday,5,2022,spring,False,east,seacost
Houston,187.8123344036994,12,Afternoon,8,Thursday,2,2018,winter,False,south,seacost
Philadelphia,361.0965524256898,5,Night,19,Sunday,7,2015,summer,True,east,seacost
Phoenix,100.82245999302576,21,Evening,2,Saturday,4,2016,spring,False,southwestern,inland
San Antonio,214.3182082467766,20,Evening,12,Sunday,8,2018,summer,False,south,inland
Los Angeles,285.64838204061385,1,Night,11,Thursday,6,2015,summer,False,west,seacost
Houston,127.99378691665764,18,Evening,23,Tuesday,1,2018,winter,False,south,seacost
Dallas,299.7184276905911,8,Morning,12,Sunday,7,2020,summer,True,south,inland
Phoenix,156.34223352250004,3,Night,30,Sunday,7,2023,summer,False,southwestern,inland
Los Angeles,245.3780222468536,19,Evening,8,Friday,5,2020,spring,False,west,seacost
Dallas,214.53375117447,2,Night,6,Saturday,5,2023,spring,False,south,inland
Chicago,316.0643593133757,22,Evening,14,Monday,1,2019,winter,False,midwest,seacost
Houston,240.88636677005096,2,Night,27,Tuesday,3,2018,spring,False,south,seacost
Los Angeles,297.9080169876879,10,Morning,6,Friday,4,2018,spring,False,west,seacost
Houston,189.72306670362968,14,Afternoon,9,Monday,1,2017,winter,False,south,seacost
Houston,171.53062779417834,17,Afternoon,23,Monday,2,2015,winter,False,south,seacost
San Diego,273.87366494240973,16,Afternoon,15,Friday,7,2022,summer,False,southwestern,seacost
Houston,166.2613770469489,12,Afternoon,5,Saturday,9,2020,autumn,False,south,seacost
New York,251.8534314612846,3,Night,17,Saturday,10,2020,autumn,False,east,seacost
Philadelphia,244.4978470861749,10,Morning,6,Wednesday,3,2019,spring,False,east,seacost
San Antonio,268.7001728787261,23,Evening,22,Tuesday,9,2020,autumn,True,south,inland
Phoenix,286.10212334930776,4,Night,25,Friday,12,2020,winter,True,southwestern,inland
Chicago,319.13792869343644,5,Night,5,Friday,8,2016,summer,True,midwest,seacost
San Antonio,205.1399429786213,21,Evening,3,Sunday,5,2020,spring,False,south,inland
Philadelphia,315.00488585651163,17,Afternoon,15,Saturday,8,2020,summer,False,east,seacost
Los Angeles,233.85841057899228,18,Evening,18,Monday,3,2019,spring,False,west,seacost
San Antonio,191.8393845108564,1,Night,11,Sunday,6,2017,summer,False,south,inland
San Jose,432.1468969041613,11,Morning,27,Tuesday,1,2015,winter,True,west,seacost
San Diego,239.38529439857632,7,Morning,14,Tuesday,9,2021,autumn,False,southwestern,seacost
Dallas,148.0568489966234,11,Morning,28,Wednesday,10,2015,autumn,False,south,inland
Dallas,213.8606925439552,22,Evening,10,Saturday,10,2015,autumn,False,south,inland
New York,345.77748563747645,6,Morning,27,Tuesday,10,2020,autumn,False,east,seacost
Chicago,150.363422354039,3,Night,14,Wednesday,12,2022,winter,False,midwest,seacost
New York,186.6304256017832,9,Morning,20,Friday,5,2022,spring,False,east,seacost
Philadelphia,208.96067164424403,2,Night,14,Saturday,1,2023,winter,False,east,seacost
Dallas,309.68280230763344,19,Evening,1,Saturday,9,2018,autumn,True,south,inland
Dallas,258.4128472184518,12,Afternoon,4,Thursday,1,2018,winter,False,south,inland
Philadelphia,187.7028806588286,0,Night,31,Sunday,1,2021,winter,False,east,seacost
Chicago,264.83701454926046,7,Morning,28,Tuesday,2,2017,winter,False,midwest,seacost
Houston,255.25276343862063,18,Evening,26,Saturday,3,2016,spring,False,south,seacost
Dallas,225.0720295797259,16,Afternoon,28,Saturday,4,2018,spring,False,south,inland
San Jose,377.8147381611986,7,Morning,27,Thursday,7,2023,summer,False,west,seacost
San Jose,157.4216965977471,12,Afternoon,24,Friday,9,2021,autumn,False,west,seacost
Houston,152.0457899628698,20,Evening,13,Wednesday,12,2017,winter,False,south,seacost
San Diego,410.5840884390334,14,Afternoon,13,Friday,8,2021,summer,True,southwestern,seacost
Houston,219.50280038650305,6,Morning,28,Monday,3,2016,spring,False,south,seacost
New York,172.9544395180587,10,Morning,9,Wednesday,12,2020,winter,False,east,seacost
Chicago,193.96312565231872,2,Night,7,Friday,7,2017,summer,False,midwest,seacost
San Antonio,100.35447723468134,9,Morning,14,Wednesday,7,2021,summer,False,south,inland
Los Angeles,302.235987727972,17,Afternoon,19,Sunday,6,2022,summer,False,west,seacost
Philadelphia,389.86434502588776,12,Afternoon,25,Friday,3,2016,spring,True,east,seacost
Philadelphia,283.42586935547854,12,Afternoon,27,Saturday,7,2019,summer,False,east,seacost
New York,333.02187864433347,4,Night,3,Tuesday,10,2023,autumn,False,east,seacost
Dallas,182.09985480017733,21,Evening,28,Wednesday,11,2018,autumn,False,south,inland
San Diego,206.36911276878675,13,Afternoon,9,Tuesday,5,2017,spring,False,southwestern,seacost
San Diego,282.2838401712333,16,Afternoon,16,Friday,11,2018,autumn,False,southwestern,seacost
New York,419.9358500932171,7,Morning,13,Friday,8,2021,summer,True,east,seacost
Philadelphia,132.53528706982223,7,Morning,29,Monday,10,2018,autumn,False,east,seacost
New York,320.89525267255425,16,Afternoon,30,Tuesday,11,2021,autumn,False,east,seacost
Philadelphia,241.4128785302828,8,Morning,5,Thursday,3,2020,spring,False,east,seacost
Houston,246.659447318678,8,Morning,6,Saturday,5,2017,spring,False,south,seacost
Chicago,321.5899262899236,19,Evening,5,Wednesday,4,2017,spring,True,midwest,seacost
New York,284.71317378798545,5,Night,11,Tuesday,9,2018,autumn,False,east,seacost
Los Angeles,200.9511788537976,15,Afternoon,10,Sunday,7,2016,summer,False,west,seacost
San Antonio,175.32139738623215,10,Morning,3,Friday,11,2017,autumn,False,south,inland
Houston,143.12130176318558,4,Night,19,Sunday,12,2021,winter,False,south,seacost
Dallas,128.6778271263846,23,Evening,27,Monday,7,2015,summer,False,south,inland
San Antonio,175.1752698806327,22,Evening,21,Saturday,10,2017,autumn,False,south,inland
Philadelphia,292.68162289898186,12,Afternoon,1,Tuesday,12,2020,winter,False,east,seacost
Dallas,167.8237739392611,11,Morning,30,Sunday,12,2018,winter,False,south,inland
Dallas,311.4505150832228,22,Evening,29,Sunday,9,2019,autumn,True,south,inland
San Jose,356.68538983590054,19,Evening,15,Saturday,7,2023,summer,False,west,seacost
Chicago,284.7152287444558,11,Morning,24,Monday,10,2016,autumn,False,midwest,seacost
New York,357.51320557699137,9,Morning,5,Saturday,2,2022,winter,False,east,seacost
San Diego,140.4716595039639,19,Evening,23,Friday,9,2016,autumn,False,southwestern,seacost
Los Angeles,367.6418909564522,12,Afternoon,30,Tuesday,8,2016,summer,True,west,seacost
Philadelphia,368.5782432652789,20,Evening,15,Saturday,7,2023,summer,True,east,seacost
Los Angeles,145.43143544610473,9,Morning,18,Wednesday,11,2020,autumn,False,west,seacost
Chicago,263.59055769245697,19,Evening,7,Tuesday,4,2020,spring,False,midwest,seacost
New York,352.9727310382436,13,Afternoon,11,Monday,7,2022,summer,False,east,seacost
Dallas,153.17336780885512,15,Afternoon,27,Monday,2,2023,winter,False,south,inland
Phoenix,267.6422525998581,8,Morning,20,Tuesday,1,2015,winter,True,southwestern,inland
Phoenix,225.1662828578177,8,Morning,23,Sunday,6,2019,summer,False,southwestern,inland
Phoenix,145.01101466590086,15,Afternoon,3,Saturday,4,2021,spring,False,southwestern,inland
San Diego,410.8132326809149,14,Afternoon,26,Monday,4,2021,spring,True,southwestern,seacost
Philadelphia,186.12506241524525,11,Morning,14,Wednesday,10,2020,autumn,False,east,seacost
Chicago,282.86107366396595,12,Afternoon,7,Wednesday,8,2019,summer,False,midwest,seacost
Chicago,233.7335469263816,3,Night,23,Tuesday,5,2017,spring,False,midwest,seacost
Phoenix,244.65696451182785,4,Night,1,Saturday,5,2021,spring,False,southwestern,inland
San Jose,179.32773717616038,19,Evening,12,Tuesday,1,2016,winter,False,west,seacost
San Diego,406.7126715493392,15,Afternoon,14,Monday,6,2021,summer,True,southwestern,seacost
Philadelphia,183.16714801005705,20,Evening,14,Tuesday,2,2023,winter,False,east,seacost
Los Angeles,201.7075029862908,16,Afternoon,20,Thursday,8,2020,summer,False,west,seacost
Houston,231.88627780829145,5,Night,4,Monday,12,2017,winter,False,south,seacost
Houston,186.9413179525916,19,Evening,28,Monday,12,2020,winter,False,south,seacost
San Jose,282.63890569536585,20,Evening,3,Saturday,6,2023,summer,False,west,seacost
Phoenix,107.41969930524712,23,Evening,26,Thursday,7,2018,summer,False,southwestern,inland
Los Angeles,205.7676446561757,0,Night,14,Friday,10,2016,autumn,False,west,seacost
Los Angeles,356.5892726877283,23,Evening,29,Tuesday,8,2023,summer,False,west,seacost
Phoenix,280.44303080509326,20,Evening,6,Wednesday,7,2016,summer,True,southwestern,inland
Dallas,161.36503744643963,6,Morning,19,Friday,6,2015,summer,False,south,inland
Houston,280.13677993726407,20,Evening,23,Tuesday,7,2019,summer,False,south,seacost
Houston,116.36827247747156,22,Evening,19,Tuesday,12,2017,winter,False,south,seacost
Phoenix,108.94485601140408,2,Night,19,Thursday,4,2018,spring,False,southwestern,inland
Dallas,196.4620280450394,22,Evening,12,Tuesday,1,2021,winter,False,south,inland
Los Angeles,181.41512080570217,14,Afternoon,5,Friday,8,2022,summer,False,west,seacost
Los Angeles,186.5187992202329,9,Morning,11,Saturday,11,2017,autumn,False,west,seacost
Chicago,270.5752859560324,22,Evening,5,Friday,1,2018,winter,False,midwest,seacost
Houston,298.7961391517986,16,Afternoon,19,Thursday,5,2022,spring,True,south,seacost
San Jose,383.6901725319155,17,Afternoon,1,Thursday,3,2018,spring,False,west,seacost
Philadelphia,217.4883901729301,18,Evening,27,Monday,12,2021,winter,False,east,seacost
Dallas,302.54751274515,23,Evening,28,Monday,8,2017,summer,True,south,inland
Houston,295.096102480539,19,Evening,6,Sunday,9,2020,autumn,True,south,seacost
Phoenix,204.8423393647657,12,Afternoon,8,Friday,7,2022,summer,False,southwestern,inland
San Antonio,195.17521253300555,20,Evening,8,Thursday,4,2021,spring,False,south,inland
New York,167.53872559713807,4,Night,20,Tuesday,7,2021,summer,False,east,seacost
San Jose,195.15752089692853,4,Night,27,Saturday,6,2015,summer,False,west,seacost
Houston,128.79090389621433,22,Evening,21,Tuesday,11,2023,autumn,False,south,seacost
San Jose,308.0317506220842,2,Night,15,Wednesday,12,2021,winter,False,west,seacost
Los Angeles,329.45877894503246,11,Morning,21,Tuesday,7,2020,summer,False,west,seacost
San Jose,335.6346031340548,20,Evening,6,Friday,2,2015,winter,False,west,seacost
Philadelphia,356.95016334400856,6,Morning,4,Saturday,6,2016,summer,True,east,seacost
Dallas,254.9145288663924,10,Morning,18,Sunday,11,2018,autumn,False,south,inland
San Jose,398.91230730467146,21,Evening,28,Thursday,4,2016,spring,True,west,seacost
New York,192.1275553721081,1,Night,30,Monday,8,2021,summer,False,east,seacost
New York,201.49442238366555,11,Morning,19,Sunday,6,2022,summer,False,east,seacost
Chicago,340.41894665233514,5,Night,29,Thursday,11,2018,autumn,True,midwest,seacost
San Jose,256.41140459379494,13,Afternoon,15,Saturday,7,2023,summer,False,west,seacost
San Antonio,143.39975334914882,22,Evening,22,Monday,6,2015,summer,False,south,inland
Los Angeles,395.3793858815989,16,Afternoon,3,Sunday,4,2022,spring,True,west,seacost
Phoenix,294.0209048777664,4,Night,23,Wednesday,8,2017,summer,True,southwestern,inland
San Jose,341.33089375952625,7,Morning,26,Saturday,6,2021,summer,False,west,seacost
San Antonio,177.66772022228017,21,Evening,14,Tuesday,4,2015,spring,False,south,inland
San Jose,356.5157266195865,8,Morning,3,Monday,4,2023,spring,False,west,seacost
Houston,113.42273291861824,12,Afternoon,2,Friday,7,2021,summer,False,south,seacost
San Diego,180.51944029889373,8,Morning,7,Wednesday,9,2016,autumn,False,southwestern,seacost
San Jose,260.61433323520714,13,Afternoon,3,Saturday,9,2022,autumn,False,west,seacost
San Diego,373.02286039571777,16,Afternoon,13,Monday,6,2016,summer,False,southwestern,seacost
Phoenix,160.86318127431508,4,Night,9,Monday,12,2019,winter,False,southwestern,inland
Dallas,122.73181618475267,17,Afternoon,18,Sunday,1,2015,winter,False,south,inland
Phoenix,175.74705466677676,15,Afternoon,24,Monday,10,2022,autumn,False,southwestern,inland
San Jose,222.3762457445456,23,Evening,19,Wednesday,6,2019,summer,False,west,seacost
Chicago,133.4543851369808,16,Afternoon,2,Saturday,12,2023,winter,False,midwest,seacost
San Antonio,179.78485150945045,6,Morning,7,Saturday,10,2017,autumn,False,south,inland
Houston,187.3127062268224,22,Evening,20,Friday,3,2020,spring,False,south,seacost
Houston,271.4447958066264,16,Afternoon,24,Sunday,7,2022,summer,True,south,seacost
New York,168.96144636507478,16,Afternoon,19,Sunday,2,2017,winter,False,east,seacost
Los Angeles,246.13524494269507,3,Night,10,Tuesday,5,2022,spring,False,west,seacost
Philadelphia,219.03271593180813,15,Afternoon,3,Friday,1,2020,winter,False,east,seacost
Philadelphia,298.17359648293007,23,Evening,3,Thursday,11,2016,autumn,False,east,seacost
Chicago,333.1009850503875,11,Morning,8,Thursday,11,2018,autumn,True,midwest,seacost
Chicago,154.3175496306387,17,Afternoon,26,Thursday,1,2023,winter,False,midwest,seacost
San Diego,368.5510503919505,12,Afternoon,28,Tuesday,12,2021,winter,True,southwestern,seacost
New York,332.9170208253799,13,Afternoon,5,Saturday,12,2020,winter,False,east,seacost
New York,158.7728082041929,7,Morning,8,Tuesday,11,2016,autumn,False,east,seacost
New York,380.0666037498731,3,Night,5,Tuesday,3,2019,spring,False,east,seacost
San Antonio,207.5376066067852,18,Evening,27,Thursday,8,2015,summer,False,south,inland
Los Angeles,363.9800708824349,19,Evening,22,Sunday,9,2019,autumn,False,west,seacost
New York,272.6604098608339,16,Afternoon,22,Friday,3,2019,spring,False,east,seacost
San Jose,349.6508381364155,12,Afternoon,26,Tuesday,5,2015,spring,False,west,seacost
San Jose,209.6412616156616,1,Night,22,Sunday,7,2018,summer,False,west,seacost
Dallas,152.20580644455754,14,Afternoon,17,Monday,2,2020,winter,False,south,inland
San Jose,252.0787224376845,9,Morning,6,Sunday,2,2022,winter,False,west,seacost
Chicago,244.6657215186516,4,Night,22,Sunday,5,2022,spring,False,midwest,seacost
San Antonio,243.30535811586543,20,Evening,2,Monday,11,2015,autumn,False,south,inland
Philadelphia,303.3692539208052,11,Morning,28,Friday,10,2016,autumn,False,east,seacost
Chicago,317.1226951604044,19,Evening,20,Sunday,12,2020,winter,True,midwest,seacost
San Antonio,185.2793831566159,21,Evening,22,Monday,5,2017,spring,False,south,inland
Dallas,310.75643597808363,2,Night,14,Friday,6,2019,summer,True,south,inland
New York,182.7503172300676,1,Night,25,Saturday,4,2015,spring,False,east,seacost
Houston,151.18472793696952,8,Morning,27,Saturday,3,2021,spring,False,south,seacost
Chicago,284.0922180695876,9,Morning,15,Sunday,12,2019,winter,False,midwest,seacost
San Jose,226.13180401865208,15,Afternoon,3,Friday,2,2017,winter,False,west,seacost
San Diego,186.0853529369577,11,Morning,28,Thursday,2,2019,winter,False,southwestern,seacost
San Diego,388.2182485812,9,Morning,20,Wednesday,2,2019,winter,True,southwestern,seacost
New York,170.52025394464837,8,Morning,26,Tuesday,4,2022,spring,False,east,seacost
San Diego,417.6119100819993,20,Evening,7,Tuesday,11,2017,autumn,True,southwestern,seacost
Los Angeles,381.5250071836299,5,Night,9,Monday,3,2020,spring,True,west,seacost
San Jose,410.4773242056908,6,Morning,3,Thursday,10,2019,autumn,True,west,seacost
New York,338.61391876373244,3,Night,6,Tuesday,9,2016,autumn,False,east,seacost
San Jose,217.4567039504832,12,Afternoon,24,Sunday,7,2016,summer,False,west,seacost
Houston,285.5801420399883,6,Morning,26,Saturday,8,2023,summer,True,south,seacost
Houston,121.83612433834745,0,Night,9,Wednesday,8,2017,summer,False,south,seacost
San Jose,324.63460348435353,21,Evening,19,Tuesday,1,2021,winter,False,west,seacost
San Diego,262.96469783869645,4,Night,14,Saturday,5,2022,spring,False,southwestern,seacost
Philadelphia,325.1057763147383,9,Morning,16,Thursday,12,2021,winter,False,east,seacost
Los Angeles,146.65507701490813,20,Evening,4,Saturday,3,2017,spring,False,west,seacost
Los Angeles,248.29994104908707,3,Night,12,Wednesday,9,2018,autumn,False,west,seacost
San Antonio,195.4188803054988,11,Morning,26,Saturday,12,2020,winter,False,south,inland
Chicago,156.56621411461327,20,Evening,15,Wednesday,6,2016,summer,False,midwest,seacost
Philadelphia,237.82724856369663,12,Afternoon,19,Tuesday,5,2020,spring,False,east,seacost
Chicago,338.5146446547176,11,Morning,15,Saturday,2,2020,winter,True,midwest,seacost
Philadelphia,251.8448982907057,18,Evening,2,Monday,11,2020,autumn,False,east,seacost
Phoenix,150.3552355233333,23,Evening,2,Thursday,7,2015,summer,False,southwestern,inland
Phoenix,206.46701220633523,21,Evening,21,Thursday,5,2020,spring,False,southwestern,inland
New York,168.25273037516334,9,Morning,2,Wednesday,10,2019,autumn,False,east,seacost
Phoenix,158.85370855273487,17,Afternoon,30,Friday,12,2022,winter,False,southwestern,inland
